NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
ZZ Clark,nan,PG / 6-2 / 194,nan,nan,86.00,nan,nan,Tennessee State,1778 mi.,9,19.7K,2.4K,nan,nan
Jovan Milicevic,nan,PF / 6-7 / 205,nan,nan,86.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jack Stanton,nan,CG / 6-2 / 165,nan,nan,86.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ring Nyeri,nan,PF / 6-8 / 190,nan,nan,86.00,nan,nan,Portland State,993 mi.,1,nan,nan,nan,nan
TJ Robinson,nan,PG / 6-4 / 160,nan,nan,85.92,nan,nan,Louisville,643 mi.,11,nan,nan,nan,nan
Jeremiah Jenkins,nan,PG / 6-0 / 165,nan,nan,85.90,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jason Jakstys,nan,C / 6-10 / 185,nan,nan,85.69,nan,nan,Illinois,103 mi.,1,nan,nan,nan,nan
Dylan Grant,nan,PF / 6-7 / 205,nan,nan,85.67,nan,nan,Rutgers,461 mi.,8,nan,nan,nan,nan
Brooks Bahr,nan,SG / 6-4 / 180,nan,nan,85.65,nan,nan,Nebraska,543 mi.,22,nan,nan,nan,nan
Angelo Ciaravino,nan,SG / 6-5 / 175,nan,nan,85.63,nan,nan,Northwestern,12 mi.,1,nan,nan,nan,nan
Ty Davis,nan,PG / 6-5 / 175,nan,nan,85.55,nan,nan,Creighton,-,8,nan,nan,nan,nan
Mitchell Holmes,nan,PF / 6-11 / 200,nan,nan,85.50,nan,nan,SMU,23 mi.,6,1.9K,452,nan,nan
David Katoa,nan,SG / 6-4 / 180,nan,nan,85.50,nan,nan,Utah,23 mi.,5,nan,nan,nan,nan
Chris Riddle,nan,SG / 6-5 / 195,nan,nan,85.50,nan,nan,Illinois,127 mi.,3,nan,nan,nan,nan
Gabe Grant,nan,C / 6-10 / 195,nan,nan,85.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ashton Simmons,nan,WR / 6-2 / 170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Isaac Williams,nan,CG / 6-1 / 165,nan,nan,85.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Braden Hausen,nan,SF / 6-7 / 195,nan,nan,85.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jordan Vick,nan,PG / 5-10 / 160,nan,nan,85.37,nan,nan,East Carolina,53 mi.,6,nan,nan,nan,nan
Jakeel Registe,nan,SG / 6-5 / 180,nan,nan,85.25,nan,nan,Rice,0 mi.,2,nan,nan,nan,nan
Dayton Forsythe,nan,PG / 6-2 / 180,nan,nan,85.24,nan,nan,Oklahoma,18 mi.,14,nan,nan,nan,nan
Alijah Curry,nan,SF / 6-8 / 180,nan,nan,85.03,nan,nan,Ole Miss,68 mi.,4,nan,nan,nan,nan
Moses Hipps,nan,SG / 6-3 / 160,nan,nan,85.03,nan,nan,Rutgers,55 mi.,10,2.3K,nan,nan,nan
Jase Butler,nan,SG / 6-4 / 180,nan,nan,85.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Elijah Elliott,nan,CG / 6-2 / 170,nan,nan,84.90,nan,nan,Florida Atlantic,167 mi.,8,nan,nan,nan,nan
A.J. Bates,nan,SG / 6-2 / 180,nan,nan,84.67,nan,nan,Louisiana Tech,261 mi.,6,2.8K,nan,nan,nan
Karris Bilal,nan,PG / 6-2 / 180,nan,nan,84.67,nan,nan,Vanderbilt,215 mi.,3,nan,nan,nan,nan
Cameron Jackson,nan,PF / 6-8 / -,nan,nan,84.60,nan,nan,nan,nan,nan,nan,nan,nan,nan
Carlos Harris,nan,PG / 6-2 / 180,nan,nan,84.50,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ryan Mela,nan,PF / 6-6 / 195,nan,nan,84.50,nan,nan,Providence,32 mi.,14,nan,nan,nan,nan
Jamie Vinson,nan,PF / 6-9 / 280,nan,nan,84.33,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tarik Watson,nan,PF / 6-8 / 205,nan,nan,84.33,nan,nan,Georgetown,213 mi.,3,nan,nan,nan,nan
Jadyn Harris,nan,SF / 6-6 / 185,nan,nan,84.30,nan,nan,Missouri,813 mi.,7,nan,nan,nan,nan
Dylan Warlick,nan,SF / 6-6 / 190,nan,nan,84.03,nan,nan,nan,nan,nan,nan,nan,nan,nan
Jalen Lee,nan,SG / 6-4 / 180,nan,nan,84.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bryson McGlothin,nan,SF / 6-7 / 180,nan,nan,83.50,nan,nan,Richmond,1176 mi.,8,nan,nan,nan,nan
Jack Benter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Tyler Johnson,nan,SF / 6-5 / 190,nan,nan,83.00,nan,nan,Virginia Tech,605 mi.,13,nan,nan,nan,nan
Landren Blocker,nan,SG / 6-4 / 195,nan,nan,83.00,nan,nan,Louisiana Tech,155 mi.,8,nan,nan,nan,nan
Grayson Grove,nan,PF / 6-9 / 200,nan,nan,82.50,nan,nan,Minnesota,121 mi.,1,nan,nan,nan,nan
