NAME,EXP,POS_HEI_WEI,GRADE,AGE,SKILL,HISCH,HOTOWN,STARCOLL,COLLDIST,NUMOFF,INSTA,TWIT,TIK,NILVAL
Bobi Klintman,nan,PF / 6-10 / 225,nan,20,88.67,Sunrise Christian,"Wichita, KS",Wake Forest,953 mi.,16,8K,1.4K,13.7K,nan
RJ Godfrey,2022 - present,SF / 6-7 / 210,Sophomore,-,88.54,North Gwinnett,"Suwanee, GA",Clemson,84 mi.,17,2.6K,948,1.9K,nan
Sean Jones,2022 - present,PG / 5-10 / 170,Sophomore,-,88.50,Gahanna Lincoln,"Columbus, OH",Marquette,324 mi.,18,37K,2.2K,nan,nan
Christian Watson,2022 - present,SF / 6-6 / 192,Sophomore,-,88.31,St. John's,"Washington, DC",Miami,929 mi.,20,5.5K,1.1K,nan,nan
Jorge Diaz,2022 - present,PF / 6-11 / 210,Sophomore,-,88.20,IMG Academy,"Bradenton, FL",Pittsburgh,914 mi.,7,3.1K,524,nan,nan
Paul McMillan,nan,PG / 6-1 / 170,nan,nan,88.19,Woodward Career Technical,"Cincinnati, OH",NJIT,558 mi.,12,6.4K,nan,nan,nan
De'Ante Green,2022 - present,PF / 6-9 / 215,Sophomore,-,88.13,Asheville Christian Academy,"Swannanoa, NC",Florida State,376 mi.,25,7.8K,2.1K,486,nan
Sam Murray,nan,PF / 6-7 / 190,nan,nan,87.90,nan,nan,Southern Miss,61 mi.,8,1.8K,543,451,nan
Daniel Hankins-Sanford,nan,PF / 6-8 / 233,nan,nan,87.83,Zebulon B. Vance,"Charlotte, NC",South Carolina,86 mi.,7,11.4K,1.2K,nan,nan
Jasen Green,2022 - present,SF / 6-7 / 210,Redshirt Freshman,-,87.81,Millard North,"Omaha, NE",Creighton,0 mi.,6,3.9K,1.9K,270,nan
Elijah Saunders,2022 - present,PF / 6-8 / 220,Sophomore,-,87.59,Sunnyslope,"Phoenix, AZ",San Diego State,299 mi.,1,2.2K,556,189,nan
CJ Gunn,2022 - present,SG / 6-5 / 175,Sophomore,-,87.56,Lawrence North,"Indianapolis, IN",Indiana,51 mi.,10,11.6K,7.9K,3.3K,nan
Miles Byrd,2022 - present,SG / 6-6 / 165,Sophomore,-,87.54,Lincoln,"Stockton, CA",San Diego State,430 mi.,21,5.2K,1.1K,1.1K,nan
Tyler Linhardt,nan,PF / 6-7 / 210,nan,nan,87.33,King's HS,"Seattle, WA",Washington,0 mi.,9,nan,nan,278,nan
Chisom Okpara,nan,SF / 6-7 / 220,nan,nan,87.33,nan,nan,Harvard,802 mi.,8,nan,-,nan,nan
Leland Walker,nan,CG / 6-0 / 155,nan,nan,87.13,nan,nan,Eastern Kentucky,169 mi.,7,nan,nan,nan,nan
Dillon Hunter,2022 - present,SG / 6-3 / 180,Sophomore,-,87.10,Sunrise Christian,"Atlanta, GA",Clemson,111 mi.,7,14.8K,1.1K,5,nan
A.J. Brown,nan,SG / 6-4 / 195,nan,-,87.10,Orlando Christian Prep,"Orlando, FL",Ohio,744 mi.,9,2.3K,1.1K,nan,nan
LJ Thomas,2022 - present,PG / 6-2 / 190,Sophomore,-,87.10,Bull City Prep,"Carrboro, NC",NC State,27 mi.,11,nan,nan,nan,nan
MJ Collins,2022 - present,SG / 6-4 / 190,Sophomore,-,87.10,Westminster Catawba Christian School,"Rock Hill, SC",Virginia Tech,168 mi.,1,4.2K,844,nan,nan
Chase Ross,2022 - present,SG / 6-4 / 185,Sophomore,-,87.04,Cushing Academy,"Dallas, TX",Marquette,858 mi.,1,3K,nan,nan,nan
Jordan Pope,2022 - present,PG / 6-2 / 165,Sophomore,-,87.00,Prolific Prep,"Napa, CA",Oregon State,424 mi.,9,33K,833,nan,nan
Tamin Lipsey,2022 - present,PG / 6-1 / 200,Sophomore,-,86.92,Ames,"Ames, IA",Iowa State,0 mi.,9,8.7K,3K,3,nan
Solomon Washington,2022 - present,SF / 6-6 / 190,Sophomore,-,86.92,"Carver,G W, Senior HS","New Orleans, LA",Texas A&M,375 mi.,12,11.3K,496,nan,nan
Evan Mahaffey,2023 - present,SG / 6-6 / 200,Sophomore,-,86.92,Archbishop Moeller,"Cincinnati, OH",Penn State,371 mi.,11,4.2K,1.2K,1.1K,nan
Amarr Knox,nan,PG / 6-2 / 160,nan,nan,86.85,nan,nan,Alabama State,290 mi.,2,12K,1.1K,nan,nan
Noah Batchelor,2022 - present,SF / 6-6 / 185,Sophomore,19,86.50,IMG Academy,"Frederick, MD",Maryland,37 mi.,20,6.2K,1.4K,7.1K,nan
Jaquan Sanders,2022 - present,SG / 6-3 / 170,Sophomore,-,86.50,Our Saviour Lutheran School,"Bronx, NY",Seton Hall,19 mi.,7,nan,nan,nan,nan
Cedric Lath,2022 - present,C / 6-10 / 235,Redshirt Freshman,-,86.50,Liberty,"Henderson, NV",Houston,1212 mi.,3,1.3K,351,nan,nan
Darren Buchanan,nan,SF / 6-7 / 235,nan,nan,86.45,Woodrow Wilson,"Washington, DC",Virginia Tech,218 mi.,16,962,89,-,nan
Duke Brennan,nan,C / 6-10 / 235,nan,nan,86.42,Hillcrest Prep,"Gilbert, AZ",Arizona State,9 mi.,11,7.4K,635,22K,nan
Zocko Littleton,nan,CG / 6-3 / 175,nan,nan,86.35,South Cobb,"Albany, GA",Appalachian State,337 mi.,25,8.1K,1.9K,nan,nan
Malik Dia,nan,PF / 6-7 / 190,nan,nan,86.25,Ensworth,"Nashville, TN",Vanderbilt,0 mi.,1,3.2K,921,2.5K,nan
Kanye Clary,2022 - present,PG / 5-11 / 192,Sophomore,-,86.25,Massanutten Military Academy,"Woodstock, VA",Penn State,138 mi.,8,9.7K,1.2K,226,nan
Josh Dix,2022 - present,SG / 6-4 / 180,Sophomore,-,86.05,Abraham Lincoln,"Council Bluffs, IA",Iowa,230 mi.,1,2.6K,2.1K,nan,nan
Pharrel Payne,2022 - present,PF / 6-9 / 230,Sophomore,-,86.01,Park Senior,"Cottage Grove, MN",Minnesota,20 mi.,1,3.7K,994,336,nan
Kyran Ratliff,nan,PF / 6-8 / 190,nan,-,86.00,Booker T. Washington,"Shreveport, LA",Louisiana,188 mi.,8,2.4K,643,nan,nan
Jason Hart Jr.,nan,PG / 6-1 / 170,nan,nan,86.00,nan,nan,USC,24 mi.,1,nan,nan,nan,nan
Quante Berry,nan,PG / 6-3 / 168,nan,nan,86.00,Winston-Salem Prep,"Cleveland, TN",Providence,864 mi.,11,7.5K,1.4K,-,nan
Robert Cowherd,2022 - present,SG / 6-5 / 195,Sophomore,-,86.00,Grayson,"Loganville, GA",Ole Miss,322 mi.,8,4K,859,282,nan
Peter Carey,2022 - present,C / 6-11 / 200,Sophomore,-,86.00,Northfield Mount Hermon,"Sunderland, MA",Syracuse,187 mi.,1,nan,-,nan,nan
Hansel Enmanuel,nan,CG / 6-4 / 175,nan,nan,86.00,Life Academy,"Kissimmee, FL",Northwestern State,765 mi.,4,1.6M,nan,nan,$1.2M
Cruz Davis,2023 - present,CG / 6-3 / 170,Sophomore,-,85.92,Southern California Academy,"Lewisville, TX",Oregon State,1615 mi.,1,3.4K,956,nan,nan
RJ Luis,2023 - present,CG / 6-7 / 196,Sophomore,-,85.89,Mt. Zion Prep,"Miami, FL",Massachusetts,1230 mi.,11,6K,1.3K,nan,nan
Koat Keat,nan,PF / 6-9 / 190,nan,nan,85.80,nan,nan,UC Santa Barbara,120 mi.,3,nan,nan,nan,nan
Luke Hunger,2022 - present,PF / 6-10 / 255,Sophomore,-,85.80,Northfield Mount Hermon,"GILL, MA",Northwestern,6100 mi.,24,2.5K,392,nan,nan
Cyril Martynov,nan,C / 7-0 / 230,nan,nan,85.70,The Lawrenceville School,"Barrie, ON",Georgia Tech,777 mi.,7,1.7K,237,nan,nan
Sage Tolentino,2022 - present,C / 7-0 / 210,Sophomore,-,85.67,Maryknoll School,"Honolulu, HI",Cincinnati,4429 mi.,5,23K,928,nan,nan
Chauncey Wiggins,2022 - present,PF / 6-9 / 190,Sophomore,-,85.67,Grayson,"Loganville, GA",Clemson,86 mi.,11,2.7K,996,nan,nan
Avery Brown,nan,PG / 6-3 / 180,nan,nan,85.67,nan,nan,Columbia,68 mi.,19,11.5K,830,27,nan
ND Okafor,2022 - present,PF / 6-7 / 210,Sophomore,-,85.67,NBA Academy Latin America,"IRELAND, IN",California,7941 mi.,10,5.1K,490,nan,nan
Taj Manning,2022 - present,PF / 6-6 / 220,Sophomore,-,85.67,Bishop Miege,"Mission, KS",Kansas State,100 mi.,3,3.4K,1.4K,nan,nan
DJ Dudley,nan,PG / 6-2 / 165,nan,nan,85.60,nan,nan,nan,nan,nan,nan,nan,nan,nan
Josh Ola-Joseph,2022 - present,SF / 6-6 / 200,Sophomore,-,85.55,Osseo Senior,"Osseo, MN",Minnesota,15 mi.,1,nan,873,nan,nan
Zachary Davis,2022 - present,CG / 6-8 / 190,Sophomore,-,85.54,Denmark-Olar,"Denmark, SC",South Carolina,47 mi.,1,6.2K,1K,7.9K,nan
Chase Cormier,nan,CG / 6-2 / 165,nan,nan,85.50,nan,nan,Northeastern,931 mi.,10,4.4K,773,1,nan
Braden Smith,2022 - present,PG / 6-0 / 165,Sophomore,-,85.42,Westfield,"Westfield, IN",Purdue,51 mi.,7,15K,2.9K,nan,nan
Armani Mighty,2022 - present,C / 6-10 / 225,Sophomore,-,85.37,United Scholastic Academy,"Toronto, ON",Boston College,426 mi.,1,nan,nan,nan,nan
Will Richardson,nan,CG / 6-2 / 160,nan,-,85.33,Bergen Catholic,"Oradell, NJ",Fordham,11 mi.,13,nan,-,nan,nan
Jaquan Harris,2022 - present,CG / 6-3 / 180,Sophomore,-,85.33,St. Thomas Aquinas,"North Brunswick, NJ",Seton Hall,25 mi.,10,7.6K,1K,2.5K,nan
Danilo Jovanovich,2023 - present,SF / 6-6 / 180,Sophomore,-,85.33,Whitnall,"Milwaukee, WI",Miami,1270 mi.,9,3.3K,1.3K,496,nan
Keyon Menifield,2023 - present,CG / 6-1 / 170,Sophomore,-,85.33,PHHoenix Prep,"Flint, MI",Washington,1884 mi.,1,32K,4.4K,19.6K,nan
Wilguens Exacte Jr.,2022 - present,SG / 6-6 / 230,Sophomore,-,85.33,NBA Global Academy,"Mexico, ME",Utah,2096 mi.,3,nan,nan,nan,nan
Connor Turnbull,2022 - present,C / 6-10 / 215,Sophomore,-,85.17,Ft. Zumwalt North,"O'Fallon, MO",Butler,255 mi.,5,nan,nan,nan,nan
Nick Krass,nan,SG / 6-4 / 190,nan,-,85.07,St. Patrick,"Biloxi, MS",Oregon State,2103 mi.,4,8.8K,495,nan,nan
Devin Ceaser,nan,PG / 6-1 / 165,nan,nan,85.07,St. Stephens & St. Agnes,"Alexandria, VA",Buffalo,297 mi.,1,3.1K,1K,nan,nan
Connor Essegian,2022 - present,SG / 6-4 / 185,Sophomore,-,85.05,Central Noble,"Albion, IN",Wisconsin,234 mi.,5,68K,9.9K,57K,nan
Jason Drake,nan,CG / 6-2 / 180,nan,nan,85.03,nan,nan,nan,nan,nan,nan,nan,nan,nan
Preston Murphy Jr.,nan,PG / 6-1 / 175,nan,nan,85.03,nan,nan,New Orleans,847 mi.,14,nan,nan,nan,nan
Braeden Carrington,2022 - present,SG / 6-3 / 165,Sophomore,-,85.00,Park Center,"Minneapolis, MN",Minnesota,0 mi.,4,nan,1.4K,nan,nan
Christ Essandoko,nan,PF / 6-11 / 260,nan,-,85.00,Winston-Salem Prep,"Winston Salem, NC",Saint Joseph's,380 mi.,10,nan,nan,nan,nan
Robert Jennings,2022 - present,PF / 6-7 / 225,Sophomore,-,85.00,Texas Alliance of Christian Athletes,"DeSoto, TX",Texas Tech,297 mi.,14,2.2K,3.3K,nan,nan
Brenen Lorient,2022 - present,PF / 6-9 / 205,Sophomore,-,85.00,Calvary Christian Academy,"Fort Lauderdale, FL",Florida Atlantic,17 mi.,5,2.4K,373,2.1K,nan
Alex Anamekwe,nan,PF / 6-6 / 210,nan,-,85.00,McKinney,"McKinney, TX",Texas,213 mi.,7,2.6K,715,nan,nan
Paul Lewis,2022 - present,PG / 6-3 / 165,Sophomore,-,84.92,Bishop O'Connell,"Arlington, VA",Vanderbilt,562 mi.,12,nan,nan,nan,nan
Willie Lightfoot,nan,PG / 6-0 / 160,nan,-,84.67,Sunrise Christian,"Wichita, KS",Bowling Green,772 mi.,9,4.8K,205,nan,nan
Joshua Rivera,nan,SF / 6-6 / 198,nan,nan,84.67,St. Thomas Aquinas,"Edison, NJ",Lafayette,46 mi.,6,3.5K,709,nan,nan
Chauncey Gibson,nan,SF / 6-6 / 180,nan,nan,84.67,Kimball,"Dallas, TX",Clemson,814 mi.,1,10.1K,1.2K,nan,nan
Shy Odom,nan,PF / 6-6 / 220,nan,nan,84.53,nan,nan,USC,30 mi.,5,nan,nan,nan,nan
Derek Simpson,2022 - present,PG / 6-3 / 170,Sophomore,-,84.53,Lenape,"Mount Laurel, NJ",Rutgers,47 mi.,1,nan,1K,nan,nan
Christian Winborne,nan,PG / 6-2 / 175,nan,-,84.33,Gilman,"Baltimore, MD",Saint Joseph's,90 mi.,25,nan,nan,nan,nan
Maliq Brown,2022 - present,PF / 6-8 / 213,Sophomore,-,84.33,Blue Ridge School,"Culpeper, VA",Syracuse,333 mi.,23,4.2K,1.3K,nan,nan
Ahjany Lee,nan,PF / 6-8 / 195,nan,nan,84.33,nan,nan,St. Thomas,70 mi.,7,1.3K,708,207,nan
Cade Hornecker,nan,C / 6-11 / 220,nan,nan,84.33,nan,nan,Southern Illinois,681 mi.,8,nan,nan,nan,nan
Blair Thompson,nan,SG / 6-7 / 180,nan,nan,84.33,nan,nan,Columbia,155 mi.,3,nan,nan,nan,nan
Tyler Bilodeau,2022 - present,PF / 6-9 / 220,Sophomore,-,84.33,Kennewick,"Kennewick, WA",Oregon State,227 mi.,1,nan,nan,nan,nan
Charles Chukwu,nan,C / 6-8 / 250,nan,nan,84.28,Paetow,"Katy, TX",Tulsa,437 mi.,8,nan,nan,nan,nan
Tom House,2022 - present,SF / 6-6 / 200,Sophomore,-,84.28,Centerville,"Dayton, OH",Florida State,645 mi.,1,7.5K,1.2K,88K,nan
D'Ante Bass,nan,PF / 6-7 / 200,nan,nan,84.03,Windsor Forest,"Savannah, GA",Georgetown,524 mi.,5,4.4K,845,18.3K,nan
Mady Traore,2023 - present,PF / 6-11 / 195,Sophomore,-,84.00,National Christian Academy,"Cumberland, MD",New Mexico State,1637 mi.,18,4K,914,468,nan
BB Knight,nan,SG / 6-5 / 185,nan,-,84.00,Tompkins,"Katy, TX",Tulsa,437 mi.,4,nan,nan,nan,nan
Denim Dawson,nan,SF / 6-5 / 180,nan,nan,84.00,Colony,"Ontario, CA",Nebraska,1234 mi.,1,nan,nan,nan,nan
Percy Daniels,nan,C / 6-9 / 200,nan,-,84.00,Madison Prep Academy,"Baton Rouge, LA",Tulane,73 mi.,9,8.6K,603,5K,nan
Chas Kelley,2022 - present,SG / 6-5 / 180,Sophomore,-,84.00,The Phelps School,"Houston, TX",Boston College,1599 mi.,2,3.9K,1K,4.6K,nan
Jamarques Lawrence,2022 - present,SG / 6-3 / 185,Sophomore,-,84.00,Roselle Catholic,"Roselle, NJ",Nebraska,1172 mi.,1,-,1.1K,nan,nan
Kolby King,nan,PG / 6-2 / 170,nan,nan,83.83,Pembroke Pines Charter,"Fort Lauderdale, FL",St. John's,1074 mi.,1,nan,nan,nan,nan
Adou Thiero,2022 - present,CG / 6-6 / 200,Sophomore,-,83.82,Quaker Valley,"Leetsdale, PA",Kentucky,288 mi.,8,10.6K,3.5K,nan,nan
Perry Smith,nan,PF / 6-9 / 220,nan,nan,83.78,nan,nan,South Carolina,98 mi.,11,2.1K,677,84,nan
Joyful Hawkins,nan,PF / 6-8 / 205,nan,nan,83.78,nan,nan,Georgia,183 mi.,4,9.9K,605,42K,nan
Jason Thirdkill,nan,SF / 6-7 / 175,nan,nan,83.67,Texas Alliance of Christian Athletes,"Carrollton, TX",Lamar,257 mi.,6,1,405,1.1K,nan
Caden Powell,nan,C / 6-9 / 210,nan,-,83.67,Midway,"Waco, TX",Wyoming,831 mi.,2,nan,nan,nan,nan
Kadyn Betts,2022 - present,SF / 6-8 / 190,Redshirt Freshman,-,83.53,Central,"Pueblo, CO",Minnesota,739 mi.,7,1.9K,791,207,nan
Dorian Finister,2022 - present,SG / 6-5 / 190,Sophomore,-,83.50,"Carver,G W, Senior HS","New Orleans, LA",Kansas State,730 mi.,12,nan,nan,nan,nan
Jeffery Brazziel,nan,SG / 6-5 / 170,nan,nan,83.33,nan,nan,Wisconsin-Milwaukee,0 mi.,13,nan,nan,nan,nan
Elvis Nnaji,nan,PF / 6-9 / 205,nan,-,83.33,Hopkins ,"Hopkins, MN",George Mason,927 mi.,4,nan,nan,nan,nan
Learic Davis,nan,SF / 6-7 / 175,nan,nan,83.33,Bradley Technology,"Milwaukee, WI",Tennessee State,479 mi.,1,nan,918,343,nan
Antwone Woolfolk,nan,TE / 6-9 / 250,nan,nan,nan,nan,nan,Rutgers,384 mi.,2,nan,nan,nan,nan
Jacob Conner,nan,SF / 6-9 / 195,nan,-,83.33,Archbishop Alter,"Dayton, OH",Marshall,135 mi.,1,nan,nan,nan,nan
Demetrius Lilley,2022 - present,C / 6-10 / 260,Sophomore,-,83.30,Lower Merion,"Ardmore, PA",Penn State,146 mi.,10,-,100,13.9K,nan
Korey Richardson,nan,CG / 6-3 / 190,nan,nan,83.00,nan,nan,Clemson,112 mi.,8,nan,nan,nan,nan
JaVaughn Hannah,nan,CG / 6-4 / 205,nan,-,83.00,Ypsi Prep Academy,"Ypsilanti, MI",Western Michigan,99 mi.,12,6.6K,948,1,nan
Jeremiah Bembry,2023 - present,PG / 6-5 / 185,Redshirt Freshman,-,83.00,Hudson Catholic,"Jersey City, NJ",Florida State,913 mi.,18,nan,340,2.4K,nan
Nigel Burris,nan,SF / 6-6 / 205,nan,nan,83.00,Archbishop Mitty,"San Jose, CA",San Jose State,0 mi.,4,nan,nan,nan,nan
Dasean Lecque,nan,PG / 6-0 / 165,nan,nan,83.00,nan,nan,Arizona State,9 mi.,5,7.6K,306,nan,nan
Sadiku Ayo,2023 - present,SF / 6-6 / 210,Sophomore,-,83.00,Our Saviour Lutheran School,"Bronx, NY",Iona,10 mi.,7,nan,nan,nan,nan
Tyrese Elliott,nan,CG / 6-1 / 175,nan,nan,83.00,nan,nan,North Carolina A&T,281 mi.,1,nan,nan,nan,nan
Antonio Chol,2022 - present,PF / 6-9 / 205,Sophomore,-,83.00,Minnesota Preparatory Academy,"Minneapolis, MN",Rutgers,999 mi.,1,nan,432,nan,nan
Jeremiah Nyarko,nan,PF / 6-8 / 205,nan,nan,82.67,St. John Bosco,"Bellflower, CA",San Diego,98 mi.,11,nan,nan,nan,nan
Tajavis Miller,nan,PG / 6-3 / 185,nan,nan,82.67,nan,nan,SMU,306 mi.,5,1.2K,301,nan,nan
Shawn Jones,2022 - present,SF / 6-5 / 200,Sophomore,-,82.67,Shadow Creek,"Pearland, TX",Houston,16 mi.,7,nan,nan,nan,nan
Mouhamadou Cisse,nan,C / 7-0 / 245,nan,nan,82.67,Putnam Science Academy,"Phoenix, AZ",Saint Louis,1270 mi.,11,nan,nan,nan,nan
Angel Montas,nan,SF / 6-6 / 220,nan,-,82.67,Life Academy,"Kissimmee, FL",Fordham,963 mi.,8,26K,nan,nan,nan
Devin Dinkins,nan,PG / 5-10 / 155,nan,-,82.63,Gonzaga ,"Washington, DC",George Mason,18 mi.,1,nan,nan,nan,nan
Fabio Basili,nan,SG / 6-4 / 175,nan,nan,82.50,Oak Ridge,"Orlando, FL",Louisville,716 mi.,5,nan,nan,nan,nan
Braeden Moore,nan,PF / 6-8 / 210,nan,nan,82.50,Donda Academy,"Nashville, TN",BYU,1377 mi.,25,1,1.6K,76,nan
Trae Clayton,nan,SF / 6-5 / 180,nan,nan,82.33,nan,nan,SMU,21 mi.,12,5.2K,989,nan,nan
Aidan Hadaway,nan,SF / 6-8 / 190,nan,-,82.33,Lafayette,"La Fayette, GA",Ohio,363 mi.,1,2.2K,691,nan,nan
Jerome Beya,nan,C / 6-9 / 215,nan,nan,82.00,nan,nan,Virginia Tech,114 mi.,25,nan,nan,nan,nan
C.J. Ford,nan,PG / 5-11 / 160,nan,nan,82.00,nan,nan,Northern Arizona,866 mi.,3,nan,nan,nan,nan
Cam Amboree,nan,CG / 6-2 / 155,nan,nan,82.00,nan,nan,Oral Roberts,458 mi.,1,13.4K,477,nan,nan
Jesaiah McWright,nan,SG / 6-4 / 180,nan,-,82.00,Cy Falls,"Houston, TX",Tulsa,444 mi.,2,nan,nan,nan,nan
Micah Handlogten,2023 - present,C / 7-0 / 190,Sophomore,-,82.00,Southlake Christian Academy,"Huntersville, NC",Marshall,222 mi.,1,2.2K,1.4K,529,nan
Bowen Hardman,2022 - present,SG / 6-3 / 160,Sophomore,-,81.80,Princeton,"Cincinnati, OH",Ohio State,105 mi.,5,4K,1.1K,54,nan
Donovan Atwell,nan,SG / 6-5 / 180,nan,nan,81.67,nan,nan,UNC Greensboro,70 mi.,2,nan,-,nan,nan
Tobe Awaka,2022 - present,PF / 6-8 / 250,Sophomore,-,81.67,Cardinal Hayes,"Bronx, NY",Tennessee,636 mi.,12,nan,nan,nan,nan
Austin Benigni,nan,PG / 5-10 / 160,nan,-,81.50,The Woodlands Christian,"The Woodlands, TX",Navy,1235 mi.,5,nan,nan,nan,nan
Ryan Conwell,nan,SF / 6-3 / 190,nan,nan,81.33,Pike,"Indianapolis, IN",USF,843 mi.,1,nan,nan,nan,nan
Ben Roy,nan,PG / 6-1 / 160,nan,nan,81.00,nan,nan,Boston University,220 mi.,9,nan,-,nan,nan
Donovan Short,nan,C / 6-10 / 215,nan,nan,81.00,nan,nan,USC,1770 mi.,5,nan,nan,nan,nan
Damonze Woods,nan,PF / 6-7 / 210,nan,nan,81.00,nan,nan,UT-Arlington,322 mi.,1,nan,nan,nan,nan
Jakobe Strozier,nan,SG / 6-4 / 175,nan,nan,80.67,nan,nan,Georgia State,0 mi.,11,nan,nan,nan,nan
Kiante Williams,nan,SF / 6-7 / 185,nan,nan,80.33,nan,nan,SMU,297 mi.,1,nan,nan,nan,nan
Nate Calmese,2023 - present,SG / 6-3 / 170,Sophomore,-,80.00,Mesquite,"Gilbert, AZ",Lamar,1064 mi.,4,5.4K,406,12.3K,nan
Corneilous Williams,nan,PF / 6-9 / 210,nan,nan,80.00,Moravian Prep,"Hickory, NC",LSU,677 mi.,10,194K,nan,nan,$117K
Christian May,nan,SG / 6-6 / 165,nan,nan,79.00,nan,nan,Towson,45 mi.,1,nan,nan,nan,nan
Dubem Muoneke,nan,PF / - / -,nan,nan,79.00,nan,nan,nan,nan,nan,nan,nan,nan,nan
London Johnson,nan,PG / 6-4 / 165,nan,nan,69.75,nan,nan,NBA G League,2121 mi.,19,23K,2.2K,nan,nan
